Dealer_ID,Dealer_Name,Region,City,Monthly_Sales,Annual_Target,Target_Achieved,Customer_Satisfaction,Discount_Offered,Vehicles_Sold
WES-037,Wes_Dealer_37,West Bengal,City_20,196,4546,1.05,3.96,23013,60
WES-038,Wes_Dealer_38,West Bengal,City_16,294,4882,1.1,5.0,44833,213
WES-039,Wes_Dealer_39,West Bengal,City_3,193,4547,0.7,3.23,38764,158
WES-040,Wes_Dealer_40,West Bengal,City_1,397,4679,0.79,4.19,48436,55
WES-041,Wes_Dealer_41,West Bengal,City_20,375,5486,1.19,4.21,24727,198
WES-042,Wes_Dealer_42,West Bengal,City_16,396,4880,0.72,3.11,41408,337
WES-043,Wes_Dealer_43,West Bengal,City_3,110,4832,0.86,4.23,16368,132
WES-044,Wes_Dealer_44,West Bengal,City_19,435,5505,0.92,4.05,28807,112
WES-045,Wes_Dealer_45,West Bengal,City_9,381,4718,1.14,3.33,46923,108
WES-046,Wes_Dealer_46,West Bengal,City_4,102,5947,0.55,3.85,25817,72
WES-047,Wes_Dealer_47,West Bengal,City_17,124,5937,0.86,4.17,27503,295
WES-048,Wes_Dealer_48,West Bengal,City_14,445,5848,0.68,3.78,40287,272
WES-049,Wes_Dealer_49,West Bengal,City_13,359,4770,1.12,4.4,47880,244
WES-050,Wes_Dealer_50,West Bengal,City_4,496,5176,0.55,3.08,28672,211
WES-051,Wes_Dealer_51,West Bengal,City_13,78,4145,0.82,3.76,36177,178
WES-052,Wes_Dealer_52,West Bengal,City_9,348,5218,1.18,4.08,49571,192
WES-053,Wes_Dealer_53,West Bengal,City_19,336,4714,0.92,3.01,18211,130
WES-054,Wes_Dealer_54,West Bengal,City_1,291,5570,0.54,3.19,16075,71
WES-055,Wes_Dealer_55,West Bengal,City_18,141,5211,1.18,4.65,42671,353
WES-056,Wes_Dealer_56,West Bengal,City_3,401,4414,0.52,4.5,13589,367
WES-057,Wes_Dealer_57,West Bengal,City_8,254,4319,1.15,4.34,17687,319
WES-058,Wes_Dealer_58,West Bengal,City_10,167,5981,1.07,3.91,48131,209
WES-059,Wes_Dealer_59,West Bengal,City_12,228,4882,1.1,4.05,37156,338
WES-060,Wes_Dealer_60,West Bengal,City_19,361,4623,0.57,3.82,29821,209
WES-061,Wes_Dealer_61,West Bengal,City_5,102,5421,0.97,4.98,49320,261
WES-062,Wes_Dealer_62,West Bengal,City_20,461,5880,0.96,4.11,37476,89
WES-063,Wes_Dealer_63,West Bengal,City_8,349,4824,0.67,3.24,38094,322
WES-064,Wes_Dealer_64,West Bengal,City_16,335,4531,0.88,3.92,29195,152
WES-065,Wes_Dealer_65,West Bengal,City_15,281,5541,0.91,3.26,16381,156
WES-066,Wes_Dealer_66,West Bengal,City_14,330,5069,0.81,4.81,10842,107
WES-067,Wes_Dealer_67,West Bengal,City_1,149,5514,1.03,4.04,31329,383
WES-068,Wes_Dealer_68,West Bengal,City_3,352,5914,0.84,3.43,19724,152
WES-069,Wes_Dealer_69,West Bengal,City_11,66,5115,1.01,4.6,29994,299
WES-070,Wes_Dealer_70,West Bengal,City_19,276,5903,1.02,3.12,49248,120
WES-071,Wes_Dealer_71,West Bengal,City_20,94,4502,0.93,4.37,15031,140
WES-072,Wes_Dealer_72,West Bengal,City_8,406,4637,0.92,4.65,26561,355
WES-073,Wes_Dealer_73,West Bengal,City_9,172,5361,0.75,3.59,44330,201
WES-074,Wes_Dealer_74,West Bengal,City_6,179,4526,0.54,3.59,19277,281
WES-075,Wes_Dealer_75,West Bengal,City_2,417,4411,0.93,4.55,19951,233
WES-076,Wes_Dealer_76,West Bengal,City_20,494,5471,0.76,3.99,44750,355
WES-077,Wes_Dealer_77,West Bengal,City_12,364,4284,1.18,4.34,40807,294
WES-078,Wes_Dealer_78,West Bengal,City_4,250,4094,0.65,3.99,18858,89
WES-079,Wes_Dealer_79,West Bengal,City_10,265,5630,1.12,4.84,38134,153
WES-080,Wes_Dealer_80,West Bengal,City_14,354,4860,0.68,4.71,39340,134
WES-081,Wes_Dealer_81,West Bengal,City_5,163,5774,0.87,3.73,24415,174
WES-082,Wes_Dealer_82,West Bengal,City_18,135,4673,0.63,4.41,20390,96
WES-083,Wes_Dealer_83,West Bengal,City_19,73,4415,0.72,4.58,41974,202
WES-084,Wes_Dealer_84,West Bengal,City_1,274,4676,1.16,4.44,30573,287
WES-085,Wes_Dealer_85,West Bengal,City_17,400,5093,0.85,4.66,39940,326
WES-086,Wes_Dealer_86,West Bengal,City_20,55,4272,1.17,3.0,33483,397
WES-087,Wes_Dealer_87,West Bengal,City_8,137,4473,0.81,4.09,38510,34
WES-088,Wes_Dealer_88,West Bengal,City_6,373,5650,0.74,3.55,21953,190
WES-089,Wes_Dealer_89,West Bengal,City_17,286,5035,0.51,3.84,29937,201
WES-090,Wes_Dealer_90,West Bengal,City_5,480,5500,1.16,3.86,34952,314
WES-091,Wes_Dealer_91,West Bengal,City_20,77,4002,1.05,3.03,15758,293
WES-092,Wes_Dealer_92,West Bengal,City_11,138,4874,0.54,3.48,41285,115
WES-093,Wes_Dealer_93,West Bengal,City_13,333,5984,0.75,3.12,10303,217
WES-094,Wes_Dealer_94,West Bengal,City_9,203,4948,0.65,4.45,39446,367
WES-095,Wes_Dealer_95,West Bengal,City_20,484,4259,0.94,4.61,22081,170
WES-096,Wes_Dealer_96,West Bengal,City_7,434,4399,0.55,3.25,29642,233
WES-097,Wes_Dealer_97,West Bengal,City_2,230,4519,0.8,3.5,35104,90
WES-098,Wes_Dealer_98,West Bengal,City_2,330,4296,0.95,4.93,24123,104
WES-099,Wes_Dealer_99,West Bengal,City_9,218,4412,1.09,3.45,28947,369
WES-100,Wes_Dealer_100,West Bengal,City_11,216,5374,1.03,4.88,45628,76
