Dealer_ID,Dealer_Name,Region,City,Monthly_Sales,Annual_Target,Target_Achieved,Customer_Satisfaction,Discount_Offered,Vehicles_Sold
BIH-053,Bih_Dealer_53,Bihar,City_5,494,4341,0.51,3.79,48453,272
BIH-054,Bih_Dealer_54,Bihar,City_18,419,4209,0.55,3.02,32569,308
BIH-055,Bih_Dealer_55,Bihar,City_1,114,5580,0.68,3.12,29848,397
BIH-056,Bih_Dealer_56,Bihar,City_8,342,4283,1.19,3.69,44393,153
BIH-057,Bih_Dealer_57,Bihar,City_14,316,5356,0.62,4.32,31825,215
BIH-058,Bih_Dealer_58,Bihar,City_19,324,4350,0.94,3.62,16465,141
BIH-059,Bih_Dealer_59,Bihar,City_1,267,4671,0.77,3.22,49693,276
BIH-060,Bih_Dealer_60,Bihar,City_9,142,4597,0.8,4.09,29173,108
BIH-061,Bih_Dealer_61,Bihar,City_13,328,4425,0.56,3.92,30851,193
BIH-062,Bih_Dealer_62,Bihar,City_7,340,4229,0.95,3.91,26788,110
BIH-063,Bih_Dealer_63,Bihar,City_19,388,4762,0.88,4.41,44022,73
BIH-064,Bih_Dealer_64,Bihar,City_16,401,5963,0.73,3.23,12118,268
BIH-065,Bih_Dealer_65,Bihar,City_14,357,4270,0.55,3.0,26795,37
BIH-066,Bih_Dealer_66,Bihar,City_8,498,4183,0.75,4.84,37947,202
BIH-067,Bih_Dealer_67,Bihar,City_20,365,4816,1.02,4.47,33660,77
BIH-068,Bih_Dealer_68,Bihar,City_18,428,5941,1.15,4.11,40856,386
BIH-069,Bih_Dealer_69,Bihar,City_14,440,4476,0.75,3.41,40373,111
BIH-070,Bih_Dealer_70,Bihar,City_11,81,5707,1.08,3.11,20844,140
BIH-071,Bih_Dealer_71,Bihar,City_10,80,5179,0.55,4.32,20996,242
BIH-072,Bih_Dealer_72,Bihar,City_18,338,5064,0.94,3.06,15578,226
BIH-073,Bih_Dealer_73,Bihar,City_5,107,4732,1.18,3.79,27142,392
BIH-074,Bih_Dealer_74,Bihar,City_1,390,5448,0.97,3.21,40962,136
BIH-075,Bih_Dealer_75,Bihar,City_5,113,4223,1.18,3.2,18563,297
BIH-076,Bih_Dealer_76,Bihar,City_2,294,4067,0.76,3.75,34190,184
BIH-077,Bih_Dealer_77,Bihar,City_12,437,4400,1.07,4.68,47105,123
BIH-078,Bih_Dealer_78,Bihar,City_5,317,4817,0.82,3.68,46915,179
BIH-079,Bih_Dealer_79,Bihar,City_6,298,5890,0.89,3.09,38838,98
BIH-080,Bih_Dealer_80,Bihar,City_14,379,4866,0.52,4.77,45228,381
BIH-081,Bih_Dealer_81,Bihar,City_20,210,4122,0.98,4.84,38020,39
BIH-082,Bih_Dealer_82,Bihar,City_17,398,4005,0.75,4.25,18650,329
BIH-083,Bih_Dealer_83,Bihar,City_2,334,5980,1.03,4.43,23932,295
BIH-084,Bih_Dealer_84,Bihar,City_13,137,4244,0.59,3.99,15076,144
BIH-085,Bih_Dealer_85,Bihar,City_18,209,5841,0.98,3.43,35933,207
BIH-086,Bih_Dealer_86,Bihar,City_11,357,4766,0.93,3.86,37988,42
BIH-087,Bih_Dealer_87,Bihar,City_1,235,5918,1.07,4.74,22724,159
BIH-088,Bih_Dealer_88,Bihar,City_15,129,4006,0.61,3.05,31312,245
BIH-089,Bih_Dealer_89,Bihar,City_6,384,4243,0.52,3.95,22131,381
BIH-090,Bih_Dealer_90,Bihar,City_17,324,5872,0.85,3.55,42699,124
BIH-091,Bih_Dealer_91,Bihar,City_12,324,5347,1.09,3.62,13923,291
BIH-092,Bih_Dealer_92,Bihar,City_8,489,5429,1.06,3.6,49903,357
BIH-093,Bih_Dealer_93,Bihar,City_8,217,4418,0.64,3.62,33650,349
BIH-094,Bih_Dealer_94,Bihar,City_19,90,5544,1.17,3.91,43903,320
BIH-095,Bih_Dealer_95,Bihar,City_5,100,5562,1.1,3.44,40058,357
BIH-096,Bih_Dealer_96,Bihar,City_11,268,5585,0.61,4.86,12954,354
BIH-097,Bih_Dealer_97,Bihar,City_13,472,5157,1.08,4.96,42578,258
BIH-098,Bih_Dealer_98,Bihar,City_11,334,4967,0.76,4.96,35100,122
BIH-099,Bih_Dealer_99,Bihar,City_7,87,5477,1.1,4.29,26152,387
BIH-100,Bih_Dealer_100,Bihar,City_7,97,4917,1.02,3.83,20031,109
