Dealer_ID,Dealer_Name,Region,City,Monthly_Sales,Annual_Target,Target_Achieved,Customer_Satisfaction,Discount_Offered,Vehicles_Sold
PUN-064,Pun_Dealer_64,Punjab,City_8,272,5948,0.61,3.94,38857,309
PUN-065,Pun_Dealer_65,Punjab,City_7,400,5187,0.76,3.34,31930,165
PUN-066,Pun_Dealer_66,Punjab,City_10,356,4522,0.68,4.78,29842,274
PUN-067,Pun_Dealer_67,Punjab,City_3,275,5790,1.13,3.62,39959,396
PUN-068,Pun_Dealer_68,Punjab,City_1,377,4815,0.79,3.15,18658,294
PUN-069,Pun_Dealer_69,Punjab,City_6,467,5051,0.89,4.85,10274,317
PUN-070,Pun_Dealer_70,Punjab,City_19,151,5144,1.04,4.72,37500,161
PUN-071,Pun_Dealer_71,Punjab,City_18,438,5151,0.98,3.93,20076,294
PUN-072,Pun_Dealer_72,Punjab,City_13,195,4401,0.94,4.86,25302,300
PUN-073,Pun_Dealer_73,Punjab,City_10,460,4408,1.17,4.61,27095,115
PUN-074,Pun_Dealer_74,Punjab,City_17,484,4674,1.08,4.03,11189,275
PUN-075,Pun_Dealer_75,Punjab,City_14,462,5541,0.84,3.25,43471,218
PUN-076,Pun_Dealer_76,Punjab,City_14,105,5407,0.96,3.11,37099,125
PUN-077,Pun_Dealer_77,Punjab,City_4,239,4088,0.67,4.44,25967,368
PUN-078,Pun_Dealer_78,Punjab,City_7,111,4022,1.17,4.02,13554,359
PUN-079,Pun_Dealer_79,Punjab,City_9,179,4723,0.59,3.14,38217,152
PUN-080,Pun_Dealer_80,Punjab,City_19,130,5035,1.07,4.17,19918,59
PUN-081,Pun_Dealer_81,Punjab,City_1,269,5817,0.84,4.69,20822,43
PUN-082,Pun_Dealer_82,Punjab,City_6,450,4936,0.56,3.43,14544,96
PUN-083,Pun_Dealer_83,Punjab,City_15,317,4001,0.72,4.17,33697,147
PUN-084,Pun_Dealer_84,Punjab,City_15,351,5139,0.99,3.88,49213,249
PUN-085,Pun_Dealer_85,Punjab,City_8,432,5315,0.99,4.0,10316,167
PUN-086,Pun_Dealer_86,Punjab,City_6,167,4046,0.99,4.92,23452,272
PUN-087,Pun_Dealer_87,Punjab,City_9,307,4341,0.69,4.89,46963,140
PUN-088,Pun_Dealer_88,Punjab,City_13,98,5796,0.65,3.32,26124,397
PUN-089,Pun_Dealer_89,Punjab,City_9,444,4187,0.93,3.86,34989,88
PUN-090,Pun_Dealer_90,Punjab,City_1,440,4212,0.76,3.98,10463,183
PUN-091,Pun_Dealer_91,Punjab,City_7,139,4092,0.77,3.53,10622,344
PUN-092,Pun_Dealer_92,Punjab,City_3,386,5810,1.08,4.78,32566,195
PUN-093,Pun_Dealer_93,Punjab,City_5,180,5725,0.94,3.64,45795,281
PUN-094,Pun_Dealer_94,Punjab,City_3,208,4377,0.55,3.04,24534,185
PUN-095,Pun_Dealer_95,Punjab,City_9,174,4613,0.6,4.75,34361,133
PUN-096,Pun_Dealer_96,Punjab,City_17,271,5023,0.91,4.37,30932,211
PUN-097,Pun_Dealer_97,Punjab,City_19,245,5903,1.09,3.55,13974,246
PUN-098,Pun_Dealer_98,Punjab,City_3,69,4635,0.55,3.16,29424,144
PUN-099,Pun_Dealer_99,Punjab,City_14,198,4208,0.59,3.55,38415,336
PUN-100,Pun_Dealer_100,Punjab,City_1,107,5376,0.64,3.34,36561,269
