Dealer_ID,Dealer_Name,Region,City,Monthly_Sales,Annual_Target,Target_Achieved,Customer_Satisfaction,Discount_Offered,Vehicles_Sold
GUJ-038,Guj_Dealer_38,Gujarat,City_2,334,5999,0.84,3.06,32029,62
GUJ-039,Guj_Dealer_39,Gujarat,City_4,453,4627,0.69,4.29,22826,209
GUJ-040,Guj_Dealer_40,Gujarat,City_12,446,4553,1.0,3.98,10037,347
GUJ-041,Guj_Dealer_41,Gujarat,City_17,488,4443,0.6,3.93,22126,203
GUJ-042,Guj_Dealer_42,Gujarat,City_17,412,5326,1.07,4.56,24892,364
GUJ-043,Guj_Dealer_43,Gujarat,City_5,88,5334,1.03,3.03,29135,213
GUJ-044,Guj_Dealer_44,Gujarat,City_16,131,4437,1.0,3.68,32426,115
GUJ-045,Guj_Dealer_45,Gujarat,City_16,175,4956,0.58,3.02,22665,271
GUJ-046,Guj_Dealer_46,Gujarat,City_7,268,4773,0.87,3.56,13784,231
GUJ-047,Guj_Dealer_47,Gujarat,City_12,435,5630,0.7,4.64,19131,285
GUJ-048,Guj_Dealer_48,Gujarat,City_4,212,5067,0.92,3.69,38842,382
GUJ-049,Guj_Dealer_49,Gujarat,City_13,350,5382,1.09,3.17,26490,255
GUJ-050,Guj_Dealer_50,Gujarat,City_17,75,4680,1.04,3.41,23076,352
GUJ-051,Guj_Dealer_51,Gujarat,City_12,491,4730,0.97,3.4,19817,93
GUJ-052,Guj_Dealer_52,Gujarat,City_17,476,5559,0.6,3.15,27133,359
GUJ-053,Guj_Dealer_53,Gujarat,City_1,222,4817,1.16,3.94,11003,191
GUJ-054,Guj_Dealer_54,Gujarat,City_8,322,4872,0.88,4.78,10853,343
GUJ-055,Guj_Dealer_55,Gujarat,City_13,440,5036,0.5,3.95,40588,371
GUJ-056,Guj_Dealer_56,Gujarat,City_2,104,5040,0.72,3.54,41904,248
GUJ-057,Guj_Dealer_57,Gujarat,City_11,281,5196,0.78,4.77,21555,204
GUJ-058,Guj_Dealer_58,Gujarat,City_7,55,4133,1.13,3.95,13629,180
GUJ-059,Guj_Dealer_59,Gujarat,City_7,139,4048,0.85,4.97,21365,400
GUJ-060,Guj_Dealer_60,Gujarat,City_8,438,4121,1.18,3.2,19822,48
GUJ-061,Guj_Dealer_61,Gujarat,City_5,321,4856,0.88,4.41,40958,40
GUJ-062,Guj_Dealer_62,Gujarat,City_5,218,4028,0.56,4.41,43346,212
GUJ-063,Guj_Dealer_63,Gujarat,City_4,169,4654,1.17,4.6,21384,237
GUJ-064,Guj_Dealer_64,Gujarat,City_16,366,4499,0.88,3.94,28811,180
GUJ-065,Guj_Dealer_65,Gujarat,City_13,185,5196,0.95,3.49,35195,200
GUJ-066,Guj_Dealer_66,Gujarat,City_16,103,4935,0.64,4.89,13682,73
GUJ-067,Guj_Dealer_67,Gujarat,City_8,211,4054,0.6,4.3,45083,116
GUJ-068,Guj_Dealer_68,Gujarat,City_1,284,5263,0.76,4.36,45847,155
GUJ-069,Guj_Dealer_69,Gujarat,City_1,500,4065,0.9,3.69,18056,90
GUJ-070,Guj_Dealer_70,Gujarat,City_5,441,4541,0.63,4.19,12452,394
GUJ-071,Guj_Dealer_71,Gujarat,City_7,442,4884,0.52,4.92,49068,247
GUJ-072,Guj_Dealer_72,Gujarat,City_1,168,5622,0.86,3.65,21719,340
GUJ-073,Guj_Dealer_73,Gujarat,City_19,427,5409,1.17,4.95,43239,182
GUJ-074,Guj_Dealer_74,Gujarat,City_18,281,4600,0.75,4.94,15036,192
GUJ-075,Guj_Dealer_75,Gujarat,City_5,183,4164,0.74,4.01,25667,227
GUJ-076,Guj_Dealer_76,Gujarat,City_5,413,4991,0.99,4.68,23784,391
GUJ-077,Guj_Dealer_77,Gujarat,City_11,57,5261,0.66,3.32,13251,87
GUJ-078,Guj_Dealer_78,Gujarat,City_19,465,5510,0.9,3.43,11698,348
GUJ-079,Guj_Dealer_79,Gujarat,City_8,249,4056,0.94,3.33,25155,286
GUJ-080,Guj_Dealer_80,Gujarat,City_2,317,4425,0.94,3.92,49865,324
GUJ-081,Guj_Dealer_81,Gujarat,City_1,91,4527,1.08,4.93,13932,152
GUJ-082,Guj_Dealer_82,Gujarat,City_17,192,4405,1.1,3.3,24145,81
GUJ-083,Guj_Dealer_83,Gujarat,City_14,478,5493,1.06,3.76,26434,143
GUJ-084,Guj_Dealer_84,Gujarat,City_16,136,4398,1.17,3.31,14675,114
GUJ-085,Guj_Dealer_85,Gujarat,City_7,299,5463,0.89,3.04,46956,111
GUJ-086,Guj_Dealer_86,Gujarat,City_7,406,4139,1.03,4.1,40968,170
GUJ-087,Guj_Dealer_87,Gujarat,City_9,462,4820,0.73,4.91,39342,363
GUJ-088,Guj_Dealer_88,Gujarat,City_3,247,4843,0.6,3.59,17113,223
GUJ-089,Guj_Dealer_89,Gujarat,City_19,428,4410,1.1,4.95,23172,263
GUJ-090,Guj_Dealer_90,Gujarat,City_18,413,5539,0.99,4.46,40488,72
GUJ-091,Guj_Dealer_91,Gujarat,City_3,416,5580,1.16,4.9,39668,304
GUJ-092,Guj_Dealer_92,Gujarat,City_6,432,5586,1.07,4.4,47434,380
GUJ-093,Guj_Dealer_93,Gujarat,City_1,499,5638,0.51,4.64,36846,389
GUJ-094,Guj_Dealer_94,Gujarat,City_12,394,4713,0.65,4.02,31060,192
GUJ-095,Guj_Dealer_95,Gujarat,City_6,120,4911,1.15,3.03,43811,101
GUJ-096,Guj_Dealer_96,Gujarat,City_16,279,4703,0.65,4.39,16049,217
GUJ-097,Guj_Dealer_97,Gujarat,City_14,373,5665,0.88,4.07,48196,177
GUJ-098,Guj_Dealer_98,Gujarat,City_4,88,4192,0.69,4.6,26617,31
GUJ-099,Guj_Dealer_99,Gujarat,City_13,231,5824,1.14,4.19,31956,273
GUJ-100,Guj_Dealer_100,Gujarat,City_16,140,4402,0.56,3.5,12266,301
