Dealer_ID,Dealer_Name,Region,City,Monthly_Sales,Annual_Target,Target_Achieved,Customer_Satisfaction,Discount_Offered,Vehicles_Sold
MAH-028,Mah_Dealer_28,Maharashtra,City_15,366,5370,0.55,4.14,30636,307
MAH-029,Mah_Dealer_29,Maharashtra,City_6,437,4874,0.86,4.1,13005,149
MAH-030,Mah_Dealer_30,Maharashtra,City_6,452,4703,0.76,4.88,39486,244
MAH-031,Mah_Dealer_31,Maharashtra,City_5,496,4198,1.1,3.16,13259,187
MAH-032,Mah_Dealer_32,Maharashtra,City_17,362,4204,0.97,3.03,28718,109
MAH-033,Mah_Dealer_33,Maharashtra,City_13,334,4186,0.64,3.42,36124,314
MAH-034,Mah_Dealer_34,Maharashtra,City_20,463,5557,0.75,3.27,23517,78
MAH-035,Mah_Dealer_35,Maharashtra,City_18,259,4034,0.51,3.78,39924,31
MAH-036,Mah_Dealer_36,Maharashtra,City_9,254,4683,0.65,4.83,32672,105
MAH-037,Mah_Dealer_37,Maharashtra,City_19,441,5111,0.97,4.26,15610,364
MAH-038,Mah_Dealer_38,Maharashtra,City_1,272,4443,0.56,4.49,49185,347
MAH-039,Mah_Dealer_39,Maharashtra,City_3,286,4241,0.94,4.12,28943,233
MAH-040,Mah_Dealer_40,Maharashtra,City_17,422,4582,0.54,3.18,11720,325
MAH-041,Mah_Dealer_41,Maharashtra,City_7,207,5629,0.96,4.8,21015,66
MAH-042,Mah_Dealer_42,Maharashtra,City_3,352,4261,1.06,4.52,35020,54
MAH-043,Mah_Dealer_43,Maharashtra,City_10,474,4771,0.89,3.92,15639,123
MAH-044,Mah_Dealer_44,Maharashtra,City_10,132,5292,0.74,3.67,11966,327
MAH-045,Mah_Dealer_45,Maharashtra,City_19,61,4124,1.01,3.39,22071,363
MAH-046,Mah_Dealer_46,Maharashtra,City_1,162,4548,1.11,4.9,18467,47
MAH-047,Mah_Dealer_47,Maharashtra,City_18,318,5748,0.62,3.1,18006,46
MAH-048,Mah_Dealer_48,Maharashtra,City_15,480,5115,0.59,4.22,35388,191
MAH-049,Mah_Dealer_49,Maharashtra,City_11,252,5980,1.0,3.8,37972,368
MAH-050,Mah_Dealer_50,Maharashtra,City_17,420,5756,1.03,4.13,43238,338
MAH-051,Mah_Dealer_51,Maharashtra,City_17,400,4295,1.18,4.87,25344,359
MAH-052,Mah_Dealer_52,Maharashtra,City_16,79,5444,0.96,4.55,14260,290
MAH-053,Mah_Dealer_53,Maharashtra,City_12,385,4143,0.68,4.47,19577,101
MAH-054,Mah_Dealer_54,Maharashtra,City_13,284,5966,1.0,4.05,17453,139
MAH-055,Mah_Dealer_55,Maharashtra,City_7,500,5732,1.18,4.85,18758,67
MAH-056,Mah_Dealer_56,Maharashtra,City_4,250,5356,1.05,3.36,46355,230
MAH-057,Mah_Dealer_57,Maharashtra,City_19,368,4180,0.83,4.48,12462,188
MAH-058,Mah_Dealer_58,Maharashtra,City_12,219,5057,1.14,3.06,44710,373
MAH-059,Mah_Dealer_59,Maharashtra,City_10,390,5932,0.68,4.83,18174,167
MAH-060,Mah_Dealer_60,Maharashtra,City_2,176,5268,0.92,4.03,29784,50
MAH-061,Mah_Dealer_61,Maharashtra,City_5,352,5729,0.99,3.11,34596,229
MAH-062,Mah_Dealer_62,Maharashtra,City_11,233,5584,1.04,4.22,37257,252
MAH-063,Mah_Dealer_63,Maharashtra,City_18,262,4606,0.67,4.09,32599,346
MAH-064,Mah_Dealer_64,Maharashtra,City_14,387,5222,0.87,4.6,28841,223
MAH-065,Mah_Dealer_65,Maharashtra,City_10,302,5190,1.2,4.33,21986,285
MAH-066,Mah_Dealer_66,Maharashtra,City_10,290,5621,1.12,3.97,23525,88
MAH-067,Mah_Dealer_67,Maharashtra,City_3,58,5213,0.99,4.46,30656,188
MAH-068,Mah_Dealer_68,Maharashtra,City_16,172,5955,0.77,4.21,14047,125
MAH-069,Mah_Dealer_69,Maharashtra,City_17,149,5572,0.51,3.34,47071,93
MAH-070,Mah_Dealer_70,Maharashtra,City_7,396,5481,0.99,3.04,16638,395
MAH-071,Mah_Dealer_71,Maharashtra,City_14,128,4427,0.99,3.29,11737,97
MAH-072,Mah_Dealer_72,Maharashtra,City_2,286,4695,0.56,4.48,25487,290
MAH-073,Mah_Dealer_73,Maharashtra,City_6,425,4785,0.74,4.79,46686,123
MAH-074,Mah_Dealer_74,Maharashtra,City_7,235,4743,0.57,3.73,27350,140
MAH-075,Mah_Dealer_75,Maharashtra,City_14,170,4094,0.99,4.1,24242,196
MAH-076,Mah_Dealer_76,Maharashtra,City_18,249,4051,0.54,3.06,16206,141
MAH-077,Mah_Dealer_77,Maharashtra,City_11,238,5651,0.8,3.82,22388,230
MAH-078,Mah_Dealer_78,Maharashtra,City_5,386,4587,1.11,4.99,21233,290
MAH-079,Mah_Dealer_79,Maharashtra,City_19,101,4226,1.05,4.98,18928,199
MAH-080,Mah_Dealer_80,Maharashtra,City_1,252,4723,0.62,3.63,35442,101
MAH-081,Mah_Dealer_81,Maharashtra,City_14,70,5858,0.85,4.34,27802,375
MAH-082,Mah_Dealer_82,Maharashtra,City_13,480,5000,0.85,3.89,46089,383
MAH-083,Mah_Dealer_83,Maharashtra,City_4,384,5616,0.67,4.72,37009,289
MAH-084,Mah_Dealer_84,Maharashtra,City_20,485,4682,1.0,4.37,15523,331
MAH-085,Mah_Dealer_85,Maharashtra,City_20,132,5518,0.59,4.53,33934,237
MAH-086,Mah_Dealer_86,Maharashtra,City_9,81,5926,0.77,3.9,20934,119
MAH-087,Mah_Dealer_87,Maharashtra,City_19,301,5492,1.02,3.66,13775,157
MAH-088,Mah_Dealer_88,Maharashtra,City_5,404,5457,0.92,3.58,10010,385
MAH-089,Mah_Dealer_89,Maharashtra,City_14,252,4108,0.6,4.75,48442,181
MAH-090,Mah_Dealer_90,Maharashtra,City_3,488,5069,0.64,3.45,48424,238
MAH-091,Mah_Dealer_91,Maharashtra,City_6,148,4377,1.1,3.93,47704,179
MAH-092,Mah_Dealer_92,Maharashtra,City_13,181,4789,0.89,3.25,45911,384
MAH-093,Mah_Dealer_93,Maharashtra,City_2,217,5776,0.74,4.05,20106,131
MAH-094,Mah_Dealer_94,Maharashtra,City_2,306,5944,0.9,4.87,16612,288
MAH-095,Mah_Dealer_95,Maharashtra,City_20,91,5034,0.74,3.55,41919,36
MAH-096,Mah_Dealer_96,Maharashtra,City_2,186,4510,1.17,4.83,15509,61
MAH-097,Mah_Dealer_97,Maharashtra,City_12,179,4232,0.88,3.22,49994,83
MAH-098,Mah_Dealer_98,Maharashtra,City_16,418,4411,1.08,3.81,28016,315
MAH-099,Mah_Dealer_99,Maharashtra,City_1,119,4779,0.54,3.64,27407,192
MAH-100,Mah_Dealer_100,Maharashtra,City_16,381,5678,0.58,3.7,30987,37
