Dealer_ID,Dealer_Name,Region,City,Monthly_Sales,Annual_Target,Target_Achieved,Customer_Satisfaction,Discount_Offered,Vehicles_Sold
MAD-081,Mad_Dealer_81,Madhya Pradesh,City_7,417,5269,0.88,3.12,21465,73
MAD-082,Mad_Dealer_82,Madhya Pradesh,City_2,230,4149,0.75,3.07,37426,224
MAD-083,Mad_Dealer_83,Madhya Pradesh,City_15,366,4770,0.87,4.03,19790,110
MAD-084,Mad_Dealer_84,Madhya Pradesh,City_14,414,5781,0.86,3.54,24810,74
MAD-085,Mad_Dealer_85,Madhya Pradesh,City_13,86,4589,1.15,4.19,34424,117
MAD-086,Mad_Dealer_86,Madhya Pradesh,City_13,331,4478,0.78,4.87,23739,133
MAD-087,Mad_Dealer_87,Madhya Pradesh,City_7,326,5591,0.7,4.19,39852,200
MAD-088,Mad_Dealer_88,Madhya Pradesh,City_6,292,5635,0.79,3.57,14379,179
MAD-089,Mad_Dealer_89,Madhya Pradesh,City_11,152,4508,0.61,3.4,19766,235
MAD-090,Mad_Dealer_90,Madhya Pradesh,City_20,454,4827,0.79,4.21,48603,333
MAD-091,Mad_Dealer_91,Madhya Pradesh,City_12,364,4105,1.14,4.31,18924,112
MAD-092,Mad_Dealer_92,Madhya Pradesh,City_1,184,5781,0.83,3.15,45663,240
MAD-093,Mad_Dealer_93,Madhya Pradesh,City_4,405,4470,0.55,3.59,42862,81
MAD-094,Mad_Dealer_94,Madhya Pradesh,City_10,400,5890,0.65,3.13,37563,366
MAD-095,Mad_Dealer_95,Madhya Pradesh,City_13,337,5754,0.52,4.78,20795,213
MAD-096,Mad_Dealer_96,Madhya Pradesh,City_20,70,5164,1.02,4.14,41255,292
MAD-097,Mad_Dealer_97,Madhya Pradesh,City_6,396,4190,1.01,3.46,43141,296
MAD-098,Mad_Dealer_98,Madhya Pradesh,City_14,107,5328,0.94,4.91,42134,113
MAD-099,Mad_Dealer_99,Madhya Pradesh,City_10,114,4229,1.08,4.85,11131,42
MAD-100,Mad_Dealer_100,Madhya Pradesh,City_8,238,4965,0.85,3.88,21744,140
